bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,date_year,date_month,date_day,date_dayofweek,bedrooms_0.0,bedrooms_1.0,bedrooms_2.0,bedrooms_3.0,bedrooms_4.0,bedrooms_5.0,bedrooms_6.0,bedrooms_7.0,bedrooms_8.0,bedrooms_9.0,view_0,view_1,view_2,view_3,view_4,condition_1,condition_2,condition_3,condition_4,condition_5,price
-0.8432036422165167,0.07365223993925588,0.2564450594487877,-0.022416477023764075,0,0.10730088495575221,0.0,-0.5310137574745318,1.2216704556114866,36,62,2014,5,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,313000.0
0.4328015405110024,0.24905087319665908,0.29656527908759994,0.9065546428799773,0,0.33185840707964603,0.058091286307053944,-1.6746929464938702,-0.8256934498609358,35,58,2014,5,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2384000.0
-0.2052010508527571,0.1184510250569476,0.39869908953895244,-0.9513875969275055,0,0.17256637168141592,0.0,-0.16099990220356944,-0.8256934498609358,18,26,2014,5,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,342000.0
0.11380024482912263,0.12376613515565679,0.26060515252205646,-0.9513875969275055,0,0.06969026548672566,0.20746887966804978,-0.26191277182292283,-0.8256934498609358,3,7,2014,5,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,420000.0
0.4328015405110024,0.11921032649962035,0.3476850668523432,-0.9513875969275055,0,0.08517699115044247,0.16597510373443983,0.17537632986094184,1.2083957769226379,31,31,2014,5,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,550000.0
-1.481206233580276,0.03872437357630979,0.20243435954838312,-0.9513875969275055,0,0.05641592920353982,0.0,-1.102853351984201,1.2104380351824608,35,54,2014,5,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,490000.0
-0.2052010508527571,0.07441154138192863,0.06776016005781825,-0.9513875969275055,0,0.1084070796460177,0.0,0.17537632986094184,-0.8256934498609358,31,31,2014,5,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,335000.0
0.4328015405110024,0.1776765375854214,1.0,0.9065546428799773,0,0.2588495575221239,0.0,0.6126654315448065,-0.8256934498609358,21,23,2014,5,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,482000.0
0.4328015405110024,0.15641609719058466,1.0,-0.9513875969275055,0,0.1327433628318584,0.17842323651452283,0.478114938719002,-0.8256934498609358,27,27,2014,5,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,452500.0
-0.2052010508527571,0.08731966590736523,0.19608845486034604,-0.022416477023764075,0,0.12721238938053095,0.0,-0.8673899895390431,1.2267761012610436,35,54,2014,5,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,640000.0
